WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1000085390,urn:lsid:ipni.org:names:77370513-1,Petrocosmea miechangensis,Sheng H.Tang & Cong R.Li,PhytoKeys 265: 14. 2025 [14 Oct 2025] [epublished],,,
wfo-1000085548,urn:lsid:ipni.org:names:77371010-1,Achimenes formosa,Heer & Regel,Schweiz. Z. Gartenbau 2(10): 160. 1844 [Oct 1844] ,,,
wfo-1000085563,urn:lsid:ipni.org:names:77371036-1,Trichodrymonia glutinosa,J.L.Clark & Clavijo,Nordic J. Bot. 2025(10)-e04928: 2. [08 Aug 2025] [epublished],,,
wfo-1000085565,urn:lsid:ipni.org:names:77371042-1,Achimenes × escheriana,Regel,Schweiz. Z. Gartenbau 5(11): 171. 1847 [Nov 1847] ,,,
wfo-1000085580,urn:lsid:ipni.org:names:77371274-1,Trevirana × bodmeri,Regel,Schweiz. Z. Gartenbau 6(9): 135. 1848 [Sep 1848] ,,,
wfo-1000085581,urn:lsid:ipni.org:names:77371275-1,Trevirana × baumannii,Regel,"Schweiz. Z. Gartenbau 6(9): 135. 1848 [Sep 1848] , as 'Baumanni'",,,
wfo-0001272762,urn:lsid:ipni.org:names:77371276-1,Trevirana × escheri,Regel,Schweiz. Z. Gartenbau 6(9): 135. 1848 [Sep 1848] ,,,
wfo-1000085582,urn:lsid:ipni.org:names:77371278-1,Trevirana × boeckmannii,Regel,"Schweiz. Z. Gartenbau 8(1): 9. 1850 [Jan 1850] , as 'Trevirania boeckmanni'",,,
wfo-1200115190,urn:lsid:ipni.org:names:77371279-1,Kohleria ignorata,(Kunth & C.D.Bouché) Regel,Schweiz. Z. Gartenbau 8(2): 27. 1850 [Feb 1850] ,,Gesneriaceae Gesneria ignorata Kunth & C.D.Bouché,(Kunth & C.D.Bouché)
wfo-1000085594,urn:lsid:ipni.org:names:77371288-1,Gloxinia inflata,Regel,Schweiz. Z. Gartenbau 9(7): 133. 1851 [Jul 1851] ,,,
wfo-1000085595,urn:lsid:ipni.org:names:77371289-1,Giesleria ocellata,Regel,Schweiz. Z. Gartenbau 9(8): 147. 1851 [Aug 1851] ,,,
wfo-1000085596,urn:lsid:ipni.org:names:77371290-1,Corysanthera coccinea,Decne. ex Regel,Schweiz. Z. Gartenbau 9(8): 147. 1851 [Aug 1851] ,,,
wfo-1000085632,urn:lsid:ipni.org:names:77371341-1,Columnea congestiflora,"J.L.Clark, Solano-C. & Parra-Lizc.",Novon 33(1): 134. 2025 [15 Sep 2025] [epublished],,,
