WFOID,IPNID,scientificName,authorship,namePublishedin,nomenclaturalStatus,originalName,originalNameAuthor
wfo-1200113046,urn:lsid:ipni.org:names:77362153-1,Monotes rubriglans var. upembensis,"Meerts, Rougelot & Sosef",Phytotaxa 308(2): 195. 2017 [7 Jun 2017] [epublished],"nom. inval.    Contrary to Art. 40.1. ICN (2018), no type indicated.",,
wfo-1200113047,urn:lsid:ipni.org:names:77362154-1,Monotes adenophyllus f. homblei,"Meerts, Rougelot & Sosef",Phytotaxa 308(2): 167. 2017 [7 Jun 2017] [epublished],"nom. inval.    Contrary to Art. 40.1. ICN (2018), no type indicated.",,
wfo-1200113048,urn:lsid:ipni.org:names:77362155-1,Monotes hypoleucus f. angolensis,"Meerts, Rougelot & Sosef",Phytotaxa 308(2): 185. 2017 [7 Jun 2017] [epublished],"nom. inval.    Contrary to Art. 40.1. ICN (2018), no type cited.",,
wfo-1200000049,urn:lsid:ipni.org:names:77362156-1,Monotes discolor var. lanatus,P.A.Duvign.,"Bol. Soc. Brot. sér. 2, 33: 102. 1959 ",,,
wfo-1200113049,urn:lsid:ipni.org:names:77362157-1,Monotes hypoleucus f. discolor,"Meerts, Rougelot & Sosef",Phytotaxa 308(2): 188. 2017 [7 Jun 2017] [epublished],(legitimate) homonym of Monotes hypoleucus var. discolor (R.E.Fr.) Meerts,,
